chinese,thai_meaning,category,hsk_level
士气,"ขวัญกำลังใจ, จิตวิญญาณ",,hsk7
世代,"รุ่น, ยุคสมัย",,hsk7
世故,"รอบรู้, มีประสบการณ์, เข้าสังคมเก่ง",,hsk7
世界级,ระดับโลก,,hsk7
世袭,"การสืบทอดทางสายเลือด, การสืบทอดตำแหน่ง",,hsk7
市场经济,เศรษฐกิจแบบตลาด,,hsk7
示威,"การประท้วง, การแสดงพลัง",,hsk7
示意,"ส่งสัญญาณ, แสดงท่าทาง",,hsk7
似曾相识,"เคยเห็นมาก่อน, คุ้นเคย",,hsk7
似是而非,"ดูเหมือนจริงแต่ไม่จริง, คลุมเครือ",,hsk7
事迹,"วีรกรรม, การกระทำที่สำคัญ",,hsk7
事态,"สถานการณ์, สภาวะ",,hsk7
事务,"กิจการ, ธุรกิจ, งาน",,hsk7
事务所,สำนักงาน,,hsk7
事项,"รายการ, ข้อ, ประเด็น",,hsk7
事宜,"เรื่องที่ต้องจัดการ, ข้อตกลง",,hsk7
势必,"แน่นอน, ต้อง, จำเป็น",,hsk7
势不可当,"ไม่อาจต้านทานได้, ทรงพลัง",,hsk7
势头,"แนวโน้ม, ทิศทาง",,hsk7
视察,"ตรวจตรา, ตรวจสอบ",,hsk7
视角,"มุมมอง, ทัศนคติ",,hsk7
视觉,"การมองเห็น, การรับรู้ด้วยสายตา",,hsk7
视力,"สายตา, การมองเห็น",,hsk7
试行,"ทดลองใช้, ลองทำ",,hsk7
试用,ทดลองใช้,,hsk7
试用期,ช่วงทดลองงาน,,hsk7
是非,"ถูกผิด, ความยุติธรรม",,hsk7
适度,"พอประมาณ, เหมาะสม",,hsk7
适量,"ปริมาณที่เหมาะสม, พอเหมาะ",,hsk7
适时,"ทันเวลา, เหมาะสมกับเวลา",,hsk7
适宜,"เหมาะสม, เหมาะสม",,hsk7
逝世,"ถึงแก่กรรม, เสียชีวิต",,hsk7
释放,"ปล่อย, ปลดปล่อย",,hsk7
嗜好,"ความชอบ, งานอดิเรก",,hsk7
识别,"จำแนก, แยกแยะ, ระบุ",,hsk7
收复,"ยึดคืน, กอบกู้",,hsk7
收敛,"ควบคุม, จำกัด",,hsk7
收留,"รับเลี้ยง, ให้ที่พักพิง",,hsk7
收买,"ซื้อ, ติดสินบน",,hsk7
收视率,เรตติ้งการรับชม,,hsk7
收缩,"หดตัว, ย่น",,hsk7
收支,"รายรับรายจ่าย, การเงิน",,hsk7
手臂,แขน,,hsk7
手册,"คู่มือ, เอกสารประกอบ",,hsk7
手动,"ด้วยมือ, แบบแมนนวล",,hsk7
手脚,"มือไม้, การกระทำ",,hsk7
手帕,ผ้าเช็ดหน้า,,hsk7
手枪,ปืนพก,,hsk7
手势,"ท่าทาง, สัญญาณมือ",,hsk7
手术室,ห้องผ่าตัด,,hsk7
手头,"ในมือ, ที่มีอยู่",,hsk7
手掌,ฝ่ามือ,,hsk7
守候,"เฝ้าคอย, รอคอย",,hsk7
守护,"ปกป้อง, คุ้มครอง",,hsk7
守株待兔,รอคอยโอกาสโดยไม่ทำอะไร,,hsk7
首创,"ริเริ่ม, เป็นผู้บุกเบิก",,hsk7
首府,"เมืองหลวง, เมืองเอก",,hsk7
首批,"ชุดแรก, กลุ่มแรก",,hsk7
首饰,"เครื่องประดับ, อัญมณี",,hsk7
首要,"สำคัญที่สุด, อันดับแรก",,hsk7
寿命,"อายุขัย, ช่วงชีวิต",,hsk7
受过,"เคยได้รับการ, ได้รับการ",,hsk7
受害,"ตกเป็นเหยื่อ, ได้รับความเสียหาย",,hsk7
受害人,"เหยื่อ, ผู้เสียหาย",,hsk7
受惊,"ตกใจ, หวาดกลัว",,hsk7
受苦,"ทนทุกข์, ลำบาก",,hsk7
受理,"รับเรื่อง, พิจารณา",,hsk7
受骗,"ถูกหลอกลวง, ถูกต้มตุ๋น",,hsk7
受益,"ได้รับประโยชน์, ได้รับผลตอบแทน",,hsk7
售价,ราคาขาย,,hsk7
售票,ขายตั๋ว,,hsk7
授权,"มอบอำนาจ, อนุญาต",,hsk7
授予,"มอบให้, ประทาน",,hsk7
书橱,ตู้หนังสือ,,hsk7
书籍,หนังสือ,,hsk7
书记,"เลขาธิการ, ผู้รับผิดชอบ",,hsk7
书面,"เป็นลายลักษณ์อักษร, เป็นเอกสาร",,hsk7
书写,"เขียน, การเขียน",,hsk7
抒情,"แสดงความรู้สึก, บรรยายความรู้สึก",,hsk7
枢纽,"ศูนย์กลาง, จุดเชื่อมต่อ",,hsk7
梳,หวี,,hsk7
梳理,"หวี, จัดระเบียบ",,hsk7
疏导,"ระบาย, ผ่อนคลาย",,hsk7
疏忽,"ประมาท, ละเลย",,hsk7
疏散,"อพยพ, กระจายตัว",,hsk7
疏通,"เปิดทาง, ทำให้สะดวก",,hsk7
舒畅,"สบายใจ, รื่นรมย์",,hsk7
输家,ผู้แพ้,,hsk7
输送,"ขนส่ง, ลำเลียง",,hsk7
输血,ถ่ายเลือด,,hsk7
输液,"ให้น้ำเกลือ, ฉีดยา",,hsk7
属性,"คุณสมบัติ, ลักษณะ",,hsk7
暑期,ช่วงฤดูร้อน,,hsk7
曙光,"แสงอรุณ, รุ่งอรุณ",,hsk7
束缚,"พันธนาการ, ข้อจำกัด",,hsk7
树立,"สร้าง, ก่อตั้ง",,hsk7
树木,ต้นไม้,,hsk7
树梢,ยอดไม้,,hsk7
树荫,ร่มเงาต้นไม้,,hsk7
树枝,กิ่งไม้,,hsk7
竖,"ตั้งตรง, แนวตั้ง",,hsk7
数额,"จำนวน, ปริมาณ",,hsk7
数据库,ฐานข้อมูล,,hsk7
刷新,"รีเฟรช, ทำให้สดใหม่",,hsk7
耍,"เล่น, แสร้งทำ",,hsk7
衰减,"ลดลง, อ่อนกำลังลง",,hsk7
衰竭,"อวัยวะล้มเหลว, อ่อนแรง",,hsk7
衰老,"แก่, ชรา",,hsk7
衰弱,"อ่อนแอ, อ่อนกำลัง",,hsk7
衰退,"เสื่อมถอย, ถดถอย",,hsk7
拴,"ผูก, รัด",,hsk7
涮,"ลวก, ล้าง",,hsk7
双边,"สองฝ่าย, ทวิภาคี",,hsk7
双向,"สองทาง, ทวิภาค",,hsk7
双重,"สองเท่า, คู่",,hsk7
霜,"น้ำค้างแข็ง, เกล็ดน้ำแข็ง",,hsk7
爽快,"สดชื่น, สบายใจ",,hsk7
谁知道,ใครจะรู้,,hsk7
水稻,ข้าวเจ้า,,hsk7
水管,"ท่อน้ำ, สายยาง",,hsk7
水货,"สินค้าหนีภาษี, สินค้าเถื่อน",,hsk7
水晶,"คริสตัล, แก้วผลึก",,hsk7
水利,"ชลประทาน, การจัดการน้ำ",,hsk7
水灵灵,"สดใส, เปล่งปลั่ง",,hsk7
水落石出,"ความจริงปรากฏ, ความจริงเปิดเผย",,hsk7
水面,"ผิวน้ำ, พื้นน้ำ",,hsk7
水手,"กะลาสี, ลูกเรือ",,hsk7
水温,อุณหภูมิน้ำ,,hsk7
水域,"แหล่งน้ำ, พื้นที่น้ำ",,hsk7
水源,แหล่งน้ำ,,hsk7
水涨船高,"น้ำขึ้นให้รีบตัก, โอกาสมาถึงก็ควรรีบคว้า",,hsk7
水准,"ระดับ, มาตรฐาน",,hsk7
税收,"ภาษี, การเก็บภาษี",,hsk7
税务,"การคลัง, ภาษี",,hsk7
睡袋,ถุงนอน,,hsk7
顺差,ดุลการค้าเกินดุล,,hsk7
顺畅,"ราบรื่น, คล่องแคล่ว",,hsk7
顺从,"ยอมตาม, ว่านอนสอนง่าย",,hsk7
顺理成章,"เป็นไปตามธรรมชาติ, สมเหตุสมผล",,hsk7
顺路,"ตามทาง, ระหว่างทาง",,hsk7
顺其自然,ปล่อยไปตามธรรมชาติ,,hsk7
顺势,"ตามสถานการณ์, ตามกระแส",,hsk7
顺手,"สะดวก, ง่ายดาย",,hsk7
顺心,"พอใจ, สบายใจ",,hsk7
顺应,"สอดคล้อง, ปรับตัว",,hsk7
顺着,"ตาม, ไปตาม",,hsk7
瞬间,"ชั่วขณะ, ฉับพลัน",,hsk7
说白了,"พูดง่ายๆ, พูดให้ชัดเจน",,hsk7
说不上,"พูดไม่ได้, บอกไม่ได้",,hsk7
说到底,"ท้ายที่สุด, โดยสรุป",,hsk7
说道,"กล่าวว่า, พูดว่า",,hsk7
说干就干,"ทำทันที, ลงมือทำทันที",,hsk7
说谎,"โกหก, พูดเท็จ",,hsk7
说老实话,"พูดตามตรง, พูดความจริง",,hsk7
说起来,"ว่ากันว่า, ถ้าพูดถึง",,hsk7
说情,"ขอร้อง, วิงวอน",,hsk7
说闲话,"นินทา, พูดลับหลัง",,hsk7
说真的,"พูดจริงๆ, เอาจริงเอาจัง",,hsk7
硕果,"ผลดี, ผลลัพธ์ที่ยอดเยี่ยม",,hsk7
丝,"ไหม, เส้นใย",,hsk7
丝毫,"เล็กน้อย, นิดเดียว",,hsk7
司法,"ตุลาการ, กระบวนการยุติธรรม",,hsk7
司空见惯,"เป็นเรื่องปกติ, พบเห็นได้ทั่วไป",,hsk7
司令,ผู้บัญชาการ,,hsk7
私房钱,เงินเก็บส่วนตัว,,hsk7
私家车,รถยนต์ส่วนตัว,,hsk7
私立,"เอกชน, ไม่ใช่ของรัฐ",,hsk7
私事,เรื่องส่วนตัว,,hsk7
私营,"เอกชน, ไม่ใช่ของรัฐ",,hsk7
私有,"เป็นของส่วนตัว, ไม่ใช่ของรัฐ",,hsk7
私自,"โดยพลการ, ส่วนตัว",,hsk7
思念,"คิดถึง, รำลึกถึง",,hsk7
思前想后,"คิดหน้าคิดหลัง, พิจารณาอย่างรอบคอบ",,hsk7
思索,"ครุ่นคิด, คิดพิจารณา",,hsk7
撕,"ฉีก, ดึงออก",,hsk7
死心,"หมดอาลัยตายอยาก, ตัดใจ",,hsk7
死心塌地,"ภักดี, จงรักภักดี",,hsk7
四合院,บ้านสี่เหลี่ยมมีลานกลาง,,hsk7
四季,สี่ฤดู,,hsk7
四面八方,"ทุกทิศทุกทาง, รอบด้าน",,hsk7
寺庙,"วัด, อาราม",,hsk7
饲料,"อาหารสัตว์, อาหารปศุสัตว์",,hsk7
饲养,"เลี้ยง, เพาะเลี้ยง",,hsk7
松绑,"คลาย, ปลดปล่อย",,hsk7
松弛,"หย่อนยาน, ผ่อนคลาย",,hsk7
耸立,"ตั้งตระหง่าน, สูงตระหง่าน",,hsk7
送别,"ส่ง, อำลา",,hsk7
搜查,"ค้นหา, ตรวจค้น",,hsk7
搜集,"รวบรวม, เก็บเกี่ยว",,hsk7
搜救,ค้นหาและกู้ภัย,,hsk7
搜寻,"ค้นหา, สืบหา",,hsk7
艘,"ลำ, ท่าเรือ (สำหรับเรือ)",,hsk7
苏醒,"ตื่น, ฟื้นคืนสติ",,hsk7
酥,"กรอบ, เปราะบาง",,hsk7
俗,"ธรรมดา, ทั่วไป",,hsk7
俗话,"คำพูดธรรมดา, สุภาษิต",,hsk7
